,id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
40613,40613,highway,3,0.47,25,dim,rainy,True,True,afternoon,False,True,2.0,0.24
3218,3218,highway,1,0.72,25,daylight,rainy,True,False,morning,True,False,1.0,0.26
2706,2706,rural,4,0.29,45,dim,rainy,False,False,morning,False,True,1.0,0.21
8931,8931,urban,3,0.11,60,dim,clear,True,False,evening,True,True,1.0,0.28
9346,9346,rural,1,0.16,45,daylight,rainy,False,False,evening,True,True,2.0,0.16
25652,25652,highway,1,0.81,60,dim,foggy,False,True,afternoon,False,True,2.0,0.57
11868,11868,urban,4,0.4,60,dim,foggy,True,False,evening,True,False,0.0,0.46
19963,19963,highway,2,0.87,60,dim,foggy,True,True,evening,False,False,1.0,0.5
36074,36074,rural,4,0.57,25,night,clear,False,True,evening,False,True,2.0,0.4
10065,10065,highway,1,0.73,25,daylight,foggy,True,False,afternoon,True,False,3.0,0.52
3665,3665,highway,4,0.09,45,night,clear,True,False,evening,False,True,1.0,0.18
41388,41388,urban,4,0.68,45,dim,foggy,True,False,afternoon,False,False,1.0,0.32
26001,26001,urban,2,0.07,45,night,clear,True,False,afternoon,True,True,1.0,0.23
40642,40642,urban,4,0.54,70,dim,foggy,True,True,evening,False,False,3.0,0.53
13023,13023,rural,3,0.31,60,dim,foggy,True,False,evening,True,True,1.0,0.45
23404,23404,highway,4,0.02,35,daylight,foggy,True,True,afternoon,False,False,0.0,0.13
11891,11891,rural,1,0.04,70,dim,clear,False,False,afternoon,False,False,1.0,0.16
25056,25056,urban,4,0.42,60,dim,clear,True,False,afternoon,True,False,1.0,0.23
19450,19450,urban,1,0.61,35,night,rainy,True,True,evening,False,False,1.0,0.5
28674,28674,highway,2,0.18,25,night,clear,False,True,morning,True,True,1.0,0.27
34056,34056,rural,2,0.99,45,daylight,foggy,True,False,afternoon,False,True,0.0,0.33
42119,42119,urban,2,0.21,60,daylight,foggy,True,True,evening,True,True,0.0,0.29
25431,25431,highway,4,0.22,35,daylight,clear,False,False,afternoon,False,False,2.0,0.11
3787,3787,rural,3,0.51,25,dim,clear,True,True,evening,False,False,0.0,0.06
21150,21150,urban,1,0.68,70,dim,foggy,True,True,morning,False,True,0.0,0.54
4622,4622,rural,2,0.69,45,dim,rainy,False,True,afternoon,True,True,0.0,0.26
23524,23524,urban,3,0.79,35,night,foggy,True,False,evening,False,False,2.0,0.61
39488,39488,highway,1,0.59,45,night,rainy,True,True,morning,False,False,2.0,0.46
41856,41856,urban,4,0.76,45,dim,rainy,False,True,afternoon,True,False,2.0,0.35
30612,30612,urban,3,0.22,35,dim,foggy,False,False,afternoon,True,False,2.0,0.18
13426,13426,rural,1,0.99,35,dim,rainy,False,True,morning,True,True,1.0,0.37
35560,35560,urban,3,0.41,35,dim,rainy,False,True,morning,True,True,2.0,0.23
26033,26033,highway,4,0.37,60,dim,clear,False,True,morning,True,False,0.0,0.24
22748,22748,highway,1,0.73,70,dim,foggy,True,True,afternoon,False,True,1.0,0.61
14978,14978,highway,2,0.18,60,dim,clear,True,True,afternoon,True,True,0.0,0.31
6071,6071,urban,2,0.41,45,daylight,clear,False,True,afternoon,True,True,1.0,0.06
7604,7604,urban,3,0.15,25,daylight,foggy,True,False,evening,False,False,2.0,0.16
26354,26354,rural,3,0.49,70,dim,rainy,True,False,evening,True,False,1.0,0.43
41105,41105,urban,2,0.71,35,night,rainy,False,False,evening,True,True,1.0,0.58
30717,30717,highway,2,0.7,25,night,rainy,False,True,evening,False,False,1.0,0.4
24540,24540,rural,2,0.49,60,dim,rainy,False,False,morning,True,False,1.0,0.49
8440,8440,rural,3,0.1,45,night,rainy,False,False,morning,True,False,0.0,0.36
37791,37791,rural,4,0.41,35,daylight,clear,False,False,evening,False,False,1.0,0.18
34780,34780,highway,4,0.75,35,night,foggy,True,False,afternoon,False,True,3.0,0.62
41078,41078,rural,3,0.63,70,dim,foggy,True,False,afternoon,False,True,0.0,0.35
42471,42471,rural,1,0.51,35,daylight,foggy,False,True,morning,True,True,1.0,0.27
17540,17540,rural,4,0.42,60,dim,foggy,True,False,morning,True,False,1.0,0.37
30026,30026,rural,3,0.85,60,dim,clear,False,True,morning,False,False,2.0,0.47
30789,30789,urban,1,0.24,60,dim,rainy,True,True,morning,False,False,1.0,0.39
29446,29446,urban,1,0.9,60,daylight,clear,False,True,afternoon,True,False,1.0,0.39
986,986,rural,3,0.19,60,daylight,rainy,False,False,afternoon,True,False,0.0,0.29
33236,33236,urban,4,0.99,25,daylight,foggy,False,False,evening,True,False,3.0,0.54
18360,18360,rural,1,0.66,70,night,foggy,False,False,evening,False,True,2.0,0.7
862,862,urban,2,0.15,25,daylight,clear,False,True,morning,True,False,1.0,0.09
25804,25804,rural,1,0.73,35,dim,foggy,False,False,evening,False,True,1.0,0.25
35412,35412,urban,2,0.57,45,night,foggy,True,True,morning,True,True,0.0,0.43
28432,28432,rural,3,0.24,45,dim,clear,False,True,morning,True,True,0.0,0.12
31638,31638,highway,3,0.55,60,dim,rainy,False,True,evening,False,False,2.0,0.45
11748,11748,highway,4,0.24,25,dim,foggy,False,True,morning,False,False,1.0,0.24
33433,33433,urban,3,0.05,35,daylight,foggy,False,False,morning,False,False,1.0,0.15
42667,42667,rural,1,0.86,45,night,foggy,False,False,evening,True,True,1.0,0.51
21943,21943,rural,3,0.89,25,dim,foggy,True,False,evening,True,True,1.0,0.38
5129,5129,highway,1,0.13,45,daylight,clear,True,True,evening,True,True,0.0,0.01
5646,5646,highway,2,0.39,45,dim,rainy,False,False,morning,False,True,2.0,0.15
3575,3575,rural,2,0.14,60,daylight,clear,True,True,morning,True,True,2.0,0.31
22457,22457,rural,1,0.39,70,night,clear,False,True,morning,False,True,1.0,0.59
8474,8474,highway,2,0.54,35,daylight,foggy,False,False,morning,False,False,2.0,0.27
37503,37503,highway,1,0.61,35,dim,foggy,True,True,evening,False,False,3.0,0.38
19624,19624,rural,2,0.26,60,daylight,clear,False,True,afternoon,True,True,0.0,0.19
34169,34169,urban,2,0.83,35,dim,rainy,True,False,afternoon,False,True,2.0,0.39
25733,25733,rural,2,0.22,45,night,rainy,False,True,evening,True,False,1.0,0.38
17303,17303,rural,4,0.09,45,night,clear,True,False,evening,False,True,2.0,0.32
38804,38804,highway,2,0.95,25,dim,clear,True,True,evening,False,True,2.0,0.38
31199,31199,urban,4,0.7,35,daylight,rainy,True,False,evening,True,True,0.0,0.35
19896,19896,rural,4,0.05,45,daylight,clear,False,True,afternoon,True,False,2.0,0.03
19634,19634,rural,1,0.27,45,dim,rainy,True,False,afternoon,True,False,1.0,0.22
42237,42237,highway,3,0.31,35,night,foggy,True,False,evening,True,True,0.0,0.46
11696,11696,urban,4,0.61,60,dim,foggy,True,True,evening,True,False,1.0,0.51
29232,29232,urban,2,0.54,45,dim,clear,False,False,evening,False,True,0.0,0.22
7276,7276,highway,1,0.67,35,daylight,clear,True,False,evening,False,True,2.0,0.22
7697,7697,highway,2,0.69,25,dim,clear,True,True,afternoon,False,True,1.0,0.25
912,912,rural,1,0.72,35,daylight,foggy,True,False,afternoon,True,False,2.0,0.29
20850,20850,highway,2,0.15,60,daylight,foggy,True,False,evening,False,False,1.0,0.33
2705,2705,highway,2,0.52,45,daylight,rainy,True,True,afternoon,True,True,3.0,0.48
4687,4687,highway,4,0.7,25,night,clear,True,True,morning,True,False,2.0,0.43
1073,1073,rural,2,0.18,45,daylight,clear,True,True,afternoon,False,False,1.0,0.05
35566,35566,rural,2,0.36,45,night,clear,False,True,afternoon,False,True,0.0,0.34
28912,28912,urban,3,0.48,35,night,rainy,False,False,morning,False,True,1.0,0.44
10878,10878,rural,1,0.1,70,dim,rainy,True,False,afternoon,True,False,0.0,0.36
18430,18430,rural,4,0.9,35,daylight,clear,True,False,evening,False,False,1.0,0.28
40629,40629,urban,4,0.75,60,daylight,foggy,True,False,afternoon,False,True,0.0,0.5
42123,42123,rural,1,0.95,60,daylight,rainy,False,True,afternoon,True,True,2.0,0.64
35782,35782,urban,1,0.15,45,night,rainy,False,False,afternoon,True,False,2.0,0.29
25008,25008,urban,3,0.77,70,dim,clear,False,False,morning,False,True,3.0,0.53
31313,31313,rural,2,0.59,70,daylight,clear,False,True,afternoon,True,False,1.0,0.38
41804,41804,urban,1,0.49,25,night,clear,True,True,afternoon,False,True,1.0,0.34
1624,1624,rural,4,0.43,45,daylight,rainy,False,True,morning,True,False,2.0,0.19
38277,38277,urban,4,0.76,25,dim,foggy,True,False,morning,False,True,1.0,0.37
39355,39355,highway,4,0.26,25,night,rainy,False,False,evening,True,False,0.0,0.37
8508,8508,urban,4,0.19,25,daylight,clear,False,False,afternoon,False,True,2.0,0.09
9444,9444,urban,3,0.94,25,daylight,foggy,False,True,afternoon,True,True,2.0,0.31
23812,23812,highway,2,0.76,45,dim,rainy,True,False,afternoon,False,False,3.0,0.38
27208,27208,rural,1,0.59,70,dim,clear,True,False,morning,True,True,1.0,0.39
20492,20492,rural,4,0.9,25,daylight,foggy,True,True,afternoon,True,True,1.0,0.27
22587,22587,urban,4,0.74,70,night,foggy,True,False,morning,False,False,4.0,0.78
30943,30943,urban,2,0.15,25,dim,clear,True,False,afternoon,False,True,0.0,0.01
12591,12591,rural,1,0.86,60,daylight,rainy,True,True,evening,True,True,2.0,0.54
11910,11910,rural,1,0.82,45,dim,rainy,True,True,afternoon,True,False,3.0,0.52
2681,2681,urban,4,0.31,35,daylight,rainy,True,True,afternoon,False,True,0.0,0.18
33413,33413,highway,3,0.45,60,daylight,rainy,False,False,evening,False,False,1.0,0.44
16042,16042,urban,4,0.87,70,dim,foggy,True,True,morning,True,False,2.0,0.5
29367,29367,urban,4,0.76,60,night,foggy,True,False,morning,True,True,1.0,0.71
9129,9129,rural,1,0.35,70,dim,clear,True,True,afternoon,True,False,2.0,0.35
40030,40030,rural,2,0.8,35,dim,rainy,False,False,morning,True,False,1.0,0.32
37514,37514,urban,4,0.19,35,night,clear,False,True,evening,False,True,0.0,0.29
29337,29337,rural,4,0.58,70,night,foggy,True,False,evening,True,False,1.0,0.64
29583,29583,rural,2,0.99,35,dim,foggy,False,False,afternoon,True,False,3.0,0.53
16327,16327,highway,4,0.71,45,night,foggy,False,True,evening,False,True,3.0,0.73
19272,19272,urban,1,0.82,60,night,rainy,True,False,evening,True,True,3.0,0.89
10929,10929,urban,3,0.69,35,night,clear,False,False,evening,False,False,1.0,0.44
36053,36053,urban,4,0.3,45,dim,clear,True,True,morning,True,False,2.0,0.06
10530,10530,urban,2,0.8,35,daylight,clear,True,False,morning,True,False,0.0,0.44
1321,1321,rural,3,0.72,25,night,clear,True,False,morning,True,True,1.0,0.51
41185,41185,urban,4,0.59,60,dim,foggy,False,True,evening,False,True,1.0,0.58
22744,22744,highway,3,0.22,25,dim,rainy,False,False,evening,True,True,0.0,0.23
43103,43103,highway,2,0.82,25,night,clear,True,False,afternoon,True,False,0.0,0.41
8294,8294,urban,3,0.93,60,dim,foggy,True,False,evening,True,True,1.0,0.54
17039,17039,urban,4,0.34,70,daylight,rainy,False,False,afternoon,True,False,0.0,0.43
30492,30492,urban,1,0.38,70,daylight,rainy,False,False,afternoon,False,False,0.0,0.37
15866,15866,rural,4,0.63,35,dim,rainy,True,False,afternoon,True,True,2.0,0.38
29679,29679,rural,1,0.65,35,dim,clear,True,True,afternoon,False,False,2.0,0.18
15754,15754,highway,1,0.81,25,dim,rainy,True,True,evening,False,True,1.0,0.39
17159,17159,urban,3,0.66,60,dim,clear,True,False,morning,True,False,1.0,0.43
2938,2938,urban,3,0.69,60,daylight,rainy,False,True,afternoon,True,True,2.0,0.48
6619,6619,highway,4,0.381,60,daylight,rainy,False,True,afternoon,True,True,0.0,0.42
3195,3195,urban,2,0.95,60,dim,clear,True,True,evening,False,False,0.0,0.42
36692,36692,highway,3,0.41,45,dim,foggy,False,False,morning,False,True,0.0,0.24
33072,33072,urban,4,0.52,35,dim,clear,False,False,morning,False,False,2.0,0.16
29623,29623,rural,4,0.45,60,daylight,rainy,False,False,afternoon,False,True,1.0,0.41
40908,40908,urban,2,0.8,35,night,rainy,False,False,morning,True,False,2.0,0.47
8224,8224,highway,3,0.79,35,daylight,rainy,True,False,afternoon,True,False,1.0,0.37
23964,23964,urban,2,0.29,25,night,clear,True,False,morning,True,False,2.0,0.37
19736,19736,highway,3,0.82,60,daylight,foggy,False,False,morning,False,False,0.0,0.52
30746,30746,urban,4,0.72,25,daylight,clear,True,True,morning,False,False,0.0,0.16
12635,12635,highway,1,0.54,70,night,foggy,False,False,afternoon,True,True,3.0,0.68
13868,13868,rural,3,0.28,60,dim,foggy,False,True,afternoon,False,False,0.0,0.39
28286,28286,highway,3,0.58,45,night,clear,True,True,afternoon,False,False,1.0,0.38
4424,4424,urban,4,0.71,45,daylight,foggy,False,True,morning,False,True,1.0,0.28
13462,13462,rural,3,0.99,60,night,clear,True,True,evening,False,True,1.0,0.69
13722,13722,urban,4,0.77,35,night,rainy,True,True,afternoon,False,True,2.0,0.53
37153,37153,urban,2,0.63,25,daylight,rainy,False,True,afternoon,True,False,1.0,0.36
28126,28126,rural,1,0.56,35,daylight,clear,False,True,evening,False,True,1.0,0.19
41539,41539,rural,2,0.7,45,night,clear,False,True,afternoon,True,False,1.0,0.39
15479,15479,rural,2,0.0,70,daylight,clear,True,False,afternoon,False,True,2.0,0.22
36058,36058,rural,4,0.36,70,night,clear,True,True,evening,False,True,1.0,0.38
20003,20003,highway,3,0.37,70,dim,rainy,False,True,morning,True,True,0.0,0.45
17739,17739,highway,3,0.57,25,night,clear,False,False,afternoon,True,True,0.0,0.35
28747,28747,urban,3,0.35,70,daylight,rainy,False,True,morning,False,True,1.0,0.39
3753,3753,rural,2,0.73,60,night,clear,False,False,evening,False,False,1.0,0.56
11943,11943,rural,4,0.34,45,daylight,foggy,True,False,afternoon,False,True,2.0,0.21
33207,33207,urban,3,0.47,25,daylight,rainy,True,True,morning,True,True,0.0,0.25
28199,28199,highway,2,0.2,60,daylight,rainy,True,False,evening,True,True,1.0,0.3
30273,30273,highway,4,0.01,35,daylight,rainy,True,False,evening,False,False,2.0,0.07
2959,2959,urban,1,0.49,35,night,foggy,False,True,morning,True,True,1.0,0.49
35336,35336,urban,3,0.99,35,dim,foggy,False,False,morning,True,False,2.0,0.33
38000,38000,urban,4,0.95,35,daylight,clear,True,False,evening,False,True,1.0,0.28
38785,38785,urban,1,0.65,25,night,clear,False,True,morning,False,True,2.0,0.28
8295,8295,highway,2,0.68,25,night,foggy,True,True,evening,True,False,2.0,0.46
25252,25252,rural,4,0.03,70,dim,clear,True,False,evening,False,True,1.0,0.23
31346,31346,highway,1,0.69,35,night,foggy,False,True,morning,True,False,2.0,0.59
26610,26610,urban,4,0.94,60,night,clear,False,True,evening,True,True,2.0,0.71
13568,13568,highway,1,0.39,35,night,rainy,False,False,morning,True,False,2.0,0.43
10630,10630,rural,3,0.32,60,dim,clear,True,True,morning,False,True,1.0,0.36
18046,18046,highway,3,0.59,45,dim,rainy,False,True,evening,False,False,1.0,0.22
19639,19639,highway,2,0.34,25,night,foggy,True,True,afternoon,True,True,2.0,0.31
26526,26526,urban,1,0.21,35,night,foggy,False,False,evening,False,True,0.0,0.45
6172,6172,highway,1,0.52,25,dim,rainy,False,False,morning,False,False,0.0,0.25
10869,10869,rural,4,0.69,70,night,clear,False,True,afternoon,False,True,3.0,0.75
33310,33310,highway,2,0.73,45,daylight,foggy,True,True,evening,False,True,2.0,0.42
20448,20448,urban,2,0.65,60,night,foggy,True,False,afternoon,True,True,1.0,0.6
37105,37105,highway,4,0.26,60,daylight,rainy,False,True,morning,False,True,0.0,0.39
39157,39157,urban,2,0.98,25,daylight,clear,False,True,afternoon,False,False,1.0,0.33
29987,29987,highway,2,0.42,25,night,foggy,True,False,afternoon,True,False,2.0,0.43
20647,20647,urban,3,0.64,25,dim,clear,False,True,afternoon,True,True,1.0,0.23
38573,38573,highway,3,0.41,25,dim,clear,False,False,morning,True,False,1.0,0.17
36671,36671,urban,3,0.29,25,daylight,foggy,True,True,morning,True,False,0.0,0.21
19095,19095,rural,1,0.6,45,night,clear,True,False,morning,False,False,3.0,0.45
7588,7588,highway,2,0.79,35,dim,clear,True,True,morning,True,True,1.0,0.24
17551,17551,rural,1,0.25,35,daylight,clear,False,False,evening,True,True,2.0,0.02
27512,27512,urban,2,0.38,35,dim,foggy,False,False,morning,False,True,1.0,0.18
6505,6505,rural,4,0.86,60,dim,foggy,False,True,morning,False,False,3.0,0.7
36041,36041,rural,2,0.56,60,daylight,foggy,False,True,evening,True,False,0.0,0.41
18228,18228,highway,1,0.79,70,daylight,clear,False,True,morning,False,False,1.0,0.43
33352,33352,highway,2,0.17,70,dim,foggy,True,False,afternoon,True,True,0.0,0.43
7643,7643,rural,2,0.35,45,night,foggy,True,False,afternoon,True,False,2.0,0.34
30478,30478,highway,3,0.14,45,dim,clear,False,False,evening,True,True,1.0,0.09
22900,22900,rural,1,0.65,35,night,foggy,False,True,evening,False,True,0.0,0.48
1207,1207,rural,4,0.43,45,night,foggy,False,True,evening,True,False,2.0,0.43
10769,10769,rural,2,0.74,35,daylight,rainy,False,True,evening,True,True,1.0,0.35
34174,34174,urban,3,0.04,35,dim,foggy,False,False,morning,False,False,1.0,0.06
19374,19374,highway,2,0.86,70,dim,clear,False,False,morning,True,False,1.0,0.44
27144,27144,rural,1,0.42,60,daylight,clear,False,True,evening,True,True,1.0,0.27
6805,6805,rural,3,0.41,25,daylight,rainy,True,False,morning,True,True,1.0,0.19
32780,32780,highway,2,0.67,60,dim,foggy,False,True,evening,False,False,2.0,0.46
30279,30279,rural,3,0.42,25,night,rainy,True,True,morning,True,False,2.0,0.45
21928,21928,highway,3,0.96,45,dim,rainy,True,False,morning,False,False,2.0,0.33
16252,16252,highway,4,0.68,35,daylight,rainy,True,False,evening,False,True,0.0,0.29
25434,25434,highway,4,0.7,25,dim,rainy,True,False,evening,True,True,0.0,0.31
15003,15003,urban,2,0.82,25,night,clear,False,False,afternoon,True,True,0.0,0.53
5592,5592,rural,1,0.23,70,daylight,rainy,True,True,morning,True,True,0.0,0.32
28631,28631,highway,3,0.38,25,daylight,rainy,True,False,morning,False,False,0.0,0.27
40664,40664,urban,4,0.25,35,dim,rainy,True,True,morning,False,True,0.0,0.28
13678,13678,highway,4,0.16,45,night,rainy,True,True,afternoon,False,True,1.0,0.24
19709,19709,urban,1,0.16,70,dim,rainy,False,False,evening,True,True,1.0,0.28
20467,20467,highway,2,0.26,35,dim,clear,True,True,evening,False,True,1.0,0.05
24819,24819,rural,2,0.63,25,dim,foggy,True,True,afternoon,True,True,0.0,0.21
6325,6325,rural,2,0.71,70,daylight,foggy,True,False,morning,True,False,1.0,0.44
9818,9818,urban,3,0.39,45,daylight,rainy,True,True,morning,False,True,0.0,0.25
38406,38406,rural,3,0.93,45,night,foggy,True,False,morning,True,False,0.0,0.62
42481,42481,urban,1,0.7,60,night,clear,True,False,evening,False,True,1.0,0.53
12289,12289,highway,3,0.86,45,night,clear,True,False,evening,False,False,2.0,0.42
18728,18728,urban,3,0.97,60,daylight,foggy,False,False,morning,True,True,3.0,0.5
10505,10505,highway,4,0.34,60,dim,foggy,True,False,evening,False,False,2.0,0.42
1568,1568,urban,1,0.4,35,daylight,foggy,False,False,evening,True,False,1.0,0.29
10064,10064,rural,1,0.38,45,night,foggy,True,True,evening,False,True,2.0,0.38
832,832,rural,1,0.15,45,night,foggy,True,True,afternoon,False,False,1.0,0.35
25587,25587,urban,3,0.67,70,daylight,foggy,False,False,afternoon,True,False,1.0,0.48
40776,40776,highway,4,0.1,45,night,rainy,False,False,afternoon,False,True,1.0,0.36
35959,35959,rural,2,0.1,45,night,foggy,False,False,afternoon,False,False,1.0,0.32
28323,28323,rural,1,0.92,60,night,rainy,True,False,morning,False,False,1.0,0.82
2592,2592,highway,3,0.19,60,dim,rainy,False,True,morning,True,True,0.0,0.28
4179,4179,rural,3,0.61,60,daylight,clear,False,True,morning,False,True,1.0,0.34
22216,22216,urban,2,0.58,70,daylight,foggy,False,True,evening,False,True,0.0,0.48
19157,19157,rural,2,0.43,60,daylight,foggy,False,False,morning,True,False,0.0,0.5
7531,7531,rural,3,0.42,45,night,clear,False,True,afternoon,False,False,1.0,0.33
26115,26115,urban,3,0.96,35,night,clear,True,True,morning,True,True,0.0,0.48
26071,26071,rural,3,0.95,70,daylight,foggy,False,False,afternoon,True,False,3.0,0.73
42771,42771,rural,2,0.66,70,daylight,foggy,True,False,morning,False,True,1.0,0.46
29902,29902,urban,4,0.95,25,daylight,foggy,True,False,afternoon,False,False,4.0,0.58
21670,21670,rural,3,0.72,70,dim,clear,True,True,morning,True,True,3.0,0.48
638,638,highway,4,0.63,25,dim,foggy,False,True,afternoon,False,False,2.0,0.27
7680,7680,highway,4,0.24,60,dim,rainy,False,True,afternoon,False,True,2.0,0.35
40008,40008,highway,2,0.59,25,night,foggy,True,True,morning,True,True,1.0,0.51
23648,23648,highway,1,0.37,60,dim,foggy,False,False,evening,True,False,2.0,0.45
39625,39625,rural,2,0.4,60,daylight,rainy,False,False,morning,True,False,0.0,0.41
12284,12284,rural,1,0.36,70,dim,foggy,True,False,evening,True,True,1.0,0.31
29540,29540,rural,4,0.74,35,night,clear,True,True,afternoon,True,False,0.0,0.36
12462,12462,rural,4,0.71,60,night,clear,False,False,afternoon,False,True,2.0,0.5
39603,39603,urban,3,0.95,70,night,clear,False,True,morning,True,True,0.0,0.6
26181,26181,highway,4,0.39,45,dim,rainy,False,False,afternoon,True,False,2.0,0.24
32189,32189,rural,1,0.65,60,night,clear,False,False,afternoon,False,True,1.0,0.6
34137,34137,rural,1,0.64,35,daylight,clear,True,False,morning,False,False,2.0,0.19
35883,35883,urban,4,0.97,25,daylight,clear,True,False,morning,False,False,2.0,0.31
25947,25947,rural,4,0.68,45,night,clear,True,False,evening,True,False,1.0,0.44
22838,22838,highway,3,0.33,25,dim,foggy,True,True,morning,False,False,2.0,0.22
14373,14373,urban,2,0.58,60,night,foggy,False,False,evening,True,True,1.0,0.73
4641,4641,urban,1,0.37,45,dim,foggy,False,True,morning,True,False,1.0,0.16
927,927,rural,2,0.29,70,daylight,clear,True,True,evening,True,False,2.0,0.3
16310,16310,highway,3,0.51,35,dim,rainy,False,True,evening,True,True,2.0,0.24
36988,36988,urban,4,0.32,25,dim,clear,False,False,morning,True,True,2.0,0.15
19928,19928,urban,4,0.99,60,daylight,clear,True,False,afternoon,True,False,0.0,0.45
41268,41268,highway,2,0.93,60,dim,clear,True,False,morning,True,True,1.0,0.53
24075,24075,rural,4,0.31,70,daylight,clear,True,True,morning,True,True,1.0,0.28
24943,24943,rural,3,0.65,25,daylight,rainy,False,True,evening,True,True,2.0,0.29
35890,35890,highway,3,0.22,25,night,clear,True,True,morning,True,False,2.0,0.27
20983,20983,urban,3,0.0,35,daylight,rainy,True,True,morning,True,False,0.0,0.15
14503,14503,rural,4,0.57,60,night,rainy,False,True,morning,True,True,2.0,0.58
21250,21250,rural,3,0.25,45,daylight,rainy,False,False,morning,True,True,2.0,0.18
17695,17695,rural,1,0.99,60,night,rainy,False,False,morning,False,False,3.0,0.88
15920,15920,rural,1,0.63,35,dim,foggy,True,True,afternoon,False,False,2.0,0.34
4877,4877,rural,3,0.84,35,daylight,foggy,True,False,evening,False,False,3.0,0.52
3072,3072,rural,4,0.33,70,dim,foggy,False,True,evening,False,True,1.0,0.48
3627,3627,urban,1,0.74,35,daylight,foggy,True,True,evening,True,True,0.0,0.3
33059,33059,highway,2,0.65,25,daylight,rainy,True,False,morning,False,False,3.0,0.44
27418,27418,rural,2,0.56,60,dim,clear,False,False,afternoon,False,True,1.0,0.31
27253,27253,urban,4,0.13,45,daylight,clear,False,True,afternoon,True,True,2.0,0.05
25283,25283,highway,1,0.25,70,night,clear,False,True,afternoon,False,True,2.0,0.47
3127,3127,urban,1,0.5,70,daylight,clear,True,False,afternoon,False,True,1.0,0.33
15162,15162,rural,4,0.42,35,night,rainy,True,False,morning,True,True,1.0,0.47
1518,1518,highway,3,0.32,60,dim,foggy,False,False,morning,True,True,1.0,0.39
38609,38609,urban,4,0.47,25,dim,foggy,False,False,evening,False,True,1.0,0.25
3184,3184,urban,4,0.74,45,daylight,foggy,False,True,evening,False,True,2.0,0.32
40970,40970,urban,1,0.94,45,daylight,foggy,False,True,afternoon,False,False,2.0,0.37
3988,3988,rural,2,0.63,25,daylight,rainy,False,False,evening,True,True,0.0,0.3
2409,2409,highway,1,0.2,35,dim,rainy,False,True,afternoon,True,False,1.0,0.14
28131,28131,rural,4,0.45,60,daylight,clear,False,True,evening,False,True,1.0,0.29
26643,26643,urban,2,0.69,70,dim,clear,True,False,afternoon,False,False,2.0,0.42
35319,35319,highway,1,0.73,45,daylight,foggy,True,False,morning,True,True,3.0,0.45
9266,9266,highway,4,0.14,25,dim,clear,True,False,afternoon,False,True,1.0,0.11
24500,24500,rural,4,0.66,60,daylight,rainy,True,True,afternoon,True,True,1.0,0.55
17153,17153,urban,4,0.26,45,night,foggy,True,True,afternoon,False,False,0.0,0.27
26582,26582,urban,3,0.78,60,daylight,foggy,True,False,evening,True,False,1.0,0.49
25704,25704,rural,2,0.2,70,daylight,clear,True,False,evening,False,True,2.0,0.26
7976,7976,urban,1,0.51,45,dim,rainy,False,True,evening,True,True,1.0,0.34
38827,38827,rural,4,0.58,35,dim,clear,True,True,afternoon,False,True,2.0,0.13
35753,35753,rural,2,0.46,60,daylight,clear,False,False,evening,True,True,0.0,0.33
36221,36221,rural,2,0.62,25,night,clear,False,False,afternoon,False,False,1.0,0.36
30446,30446,rural,1,0.03,60,daylight,foggy,False,True,evening,False,False,1.0,0.31
13622,13622,urban,3,0.73,70,night,foggy,True,True,morning,False,False,1.0,0.72
9298,9298,rural,4,0.75,60,night,foggy,False,False,afternoon,True,False,1.0,0.84
40463,40463,urban,2,0.15,60,night,clear,False,True,morning,False,True,2.0,0.45
10757,10757,highway,3,0.59,45,daylight,clear,False,False,morning,True,True,1.0,0.19
31809,31809,urban,3,0.69,25,dim,clear,False,True,afternoon,True,True,1.0,0.26
21997,21997,rural,3,0.89,60,night,foggy,False,True,evening,True,True,2.0,0.77
7019,7019,highway,4,0.66,25,daylight,foggy,False,False,afternoon,False,False,0.0,0.39
20509,20509,rural,1,0.54,60,daylight,rainy,False,True,afternoon,True,True,1.0,0.47
25249,25249,urban,4,0.79,45,daylight,clear,True,True,morning,False,True,1.0,0.22
27067,27067,rural,4,0.11,45,daylight,foggy,True,False,morning,False,True,1.0,0.09
4165,4165,highway,3,0.47,45,night,rainy,False,False,evening,False,True,2.0,0.45
6131,6131,rural,3,0.06,35,daylight,rainy,False,False,afternoon,True,False,2.0,0.12
18991,18991,urban,4,0.43,45,night,foggy,True,True,morning,True,True,2.0,0.44
28384,28384,rural,1,0.8,25,night,clear,False,True,afternoon,False,True,0.0,0.48
21766,21766,urban,1,0.71,45,night,foggy,False,True,morning,True,True,0.0,0.51
8033,8033,highway,4,0.51,35,daylight,rainy,True,False,afternoon,False,True,1.0,0.21
26228,26228,highway,4,0.25,60,daylight,rainy,True,False,afternoon,True,True,1.0,0.36
36008,36008,highway,2,0.47,60,dim,foggy,True,False,morning,False,False,2.0,0.41
36662,36662,highway,1,0.45,70,daylight,rainy,True,False,evening,True,False,1.0,0.45
13456,13456,rural,2,0.81,35,daylight,foggy,False,False,evening,True,False,3.0,0.42
32171,32171,urban,4,0.02,45,night,clear,False,False,afternoon,False,True,0.0,0.27
5968,5968,highway,1,0.79,60,daylight,clear,True,True,evening,True,True,2.0,0.43
36691,36691,urban,4,0.24,45,daylight,rainy,False,True,morning,False,True,2.0,0.22
